n_seeds,val_top1_mean,val_top1_std,hit@1_mean,hit@1_std,hit@3_mean,hit@3_std,hit@5_mean,hit@5_std,hit@10_mean,hit@10_std,mrr_mean,mrr_std,auroc_na_mean,auroc_na_std,cat_templated_mean,cat_templated_std,cat_paraphrased_mean,cat_paraphrased_std,cat_synonym_mean,cat_synonym_std,cat_abstract_mean,cat_abstract_std,cat_ambiguous_location_mean,cat_ambiguous_location_std,cat_ambiguous_device_mean,cat_ambiguous_device_std,cat3_templated_mean,cat3_templated_std,cat3_paraphrased_mean,cat3_paraphrased_std,cat3_synonym_mean,cat3_synonym_std,cat3_abstract_mean,cat3_abstract_std,cat3_ambiguous_location_mean,cat3_ambiguous_location_std,cat3_ambiguous_device_mean,cat3_ambiguous_device_std
5,0.794,0.0012,0.223,0.0377,0.2918,0.0355,0.3377,0.05,0.4098,0.0942,0.2727,0.0405,0.5492,0.1112,0.9,0.0373,0.025,0.0342,0.05,0.0745,0.08,0.0447,0.0333,0.0745,0.16,0.2191,0.9833,0.0373,0.075,0.0523,0.0833,0.0589,0.14,0.0894,0.1,0.0913,0.36,0.2966
