params_M,model_size_MiB,retrain_s_mean,retrain_s_std,p50_ms_mean,p50_ms_std,p95_ms_mean,p95_ms_std,n_seeds,device
0.35,1.33,146.8,13.4,0.45,0.14,0.72,0.17,5,cpu
