n_seeds,target_per_class,val_top1_strat_mean,val_top1_strat_std,val_top1_bal_mean,val_top1_bal_std,macro_r1_strat,macro_r1_bal,macro_r1_retr,bench_strat_hit1_mean,bench_strat_hit1_std,bench_strat_hit3_mean,bench_strat_hit3_std,bench_strat_paraphrased_hit1_mean,bench_strat_paraphrased_hit1_std,bench_strat_synonym_hit1_mean,bench_strat_synonym_hit1_std,bench_strat_abstract_hit1_mean,bench_strat_abstract_hit1_std,bench_bal_hit1_mean,bench_bal_hit1_std,bench_bal_hit3_mean,bench_bal_hit3_std,bench_bal_paraphrased_hit1_mean,bench_bal_paraphrased_hit1_std,bench_bal_synonym_hit1_mean,bench_bal_synonym_hit1_std,bench_bal_abstract_hit1_mean,bench_bal_abstract_hit1_std
5,500,0.7949,0.0004,0.7454,0.0148,0.4655,0.9252,0.8468,0.2197,0.0411,0.2984,0.0629,0.025,0.0342,0.05,0.1118,0.04,0.0894,0.2197,0.034,0.2754,0.0391,0.0125,0.028,0.0167,0.0373,0.02,0.0447
